Brand,Dosage,Price,BrandName,DosageValue,DosageUnit,Form,Uses,Packaging,Composition,TherapeuticClass,Considerations,Contraindications
SEDALGIC 37.5 MG / 325 MG,37.50 MG,27.6,SEDALGIC,37.5,MG,Film-coated tablet [p],The Tramadol-Pacetamol association is indicated in the symptomatic treatment of moderate to intense pain. The use of this association should be limited to patients whose moderate in intense pain requires treatment with an association of paracetamol and tramadol.,Box of 20,Paracetamol,Combined preparation,,,,,,,,,,,,,
SEDALGIC 37.5 MG / 325 MG,325.0 MG,27.6,SEDALGIC,325.0,MG,Film-coated tablet [p],The Tramadol-Pacetamol association is indicated in the symptomatic treatment of moderate to intense pain. The use of this association should be limited to patients whose moderate in intense pain requires treatment with an association of paracetamol and tramadol.,Box of 20,Tramadol,Opioid analgesic,,,,,,,,,,,,,
SEDALGIC 37.5 MG / 325 MG,325.0 MG,27.6,SEDALGIC,325.0,MG,Film-coated tablet [p],The Tramadol-Pacetamol association is indicated in the symptomatic treatment of moderate to intense pain. The use of this association should be limited to patients whose moderate in intense pain requires treatment with an association of paracetamol and tramadol.,Box of 20,Tramadol,Combined preparation,,,,,,,,,,,,,
SEDALGIC 37.5 MG / 325 MG,325.0 MG,27.6,SEDALGIC,325.0,MG,Film-coated tablet [p],The Tramadol-Pacetamol association is indicated in the symptomatic treatment of moderate to intense pain. The use of this association should be limited to patients whose moderate in intense pain requires treatment with an association of paracetamol and tramadol.,Box of 20,Paracetamol,Opioid analgesic,,,,,,,,,,,,,
SEDALGIC 37.5 MG / 325 MG,325.0 MG,27.6,SEDALGIC,325.0,MG,Film-coated tablet [p],The Tramadol-Pacetamol association is indicated in the symptomatic treatment of moderate to intense pain. The use of this association should be limited to patients whose moderate in intense pain requires treatment with an association of paracetamol and tramadol.,Box of 20,Paracetamol,Combined preparation,,,,,,,,,,,,,
SEDANAT ADULTE,,,SEDANAT ADULTE,,,Drop,"Sedanat helps fight anxiety and stress because it contains rosmaric acid which acts by increasing the activity of neurotransmitters in the brain, as acid the γ-aminobutyric (GABA (main molecules responsible for sleep)), which contributes to the feeling of body relaxation, well-being and tranquility and anxiety such as agitation and nervousness",,Extract from Valérian Officinalis,,,,,,,,,,,,,,
SEDANAT ADULTE,,,SEDANAT ADULTE,,,Drop,"Sedanat helps fight anxiety and stress because it contains rosmaric acid which acts by increasing the activity of neurotransmitters in the brain, as acid the γ-aminobutyric (GABA (main molecules responsible for sleep)), which contributes to the feeling of body relaxation, well-being and tranquility and anxiety such as agitation and nervousness",,Melisa officinalis extract,,,,,,,,,,,,,,
SEDANAT ADULTE,,,SEDANAT ADULTE,,,Drop,"Sedanat helps fight anxiety and stress because it contains rosmaric acid which acts by increasing the activity of neurotransmitters in the brain, as acid the γ-aminobutyric (GABA (main molecules responsible for sleep)), which contributes to the feeling of body relaxation, well-being and tranquility and anxiety such as agitation and nervousness",,Humulus lupulus extract,,,,,,,,,,,,,,
SEDANAT ENFANT,,,SEDANAT ENFANT,,,Drop,"Sedanat helps fight anxiety and stress because it contains rosmaric acid which acts by increasing the activity of neurotransmitters in the brain, as acid the γ-aminobutyric (GABA (main molecules responsible for sleep)), which contributes to the feeling of body relaxation, well-being and tranquility and anxiety such as agitation and nervousness",,Extract from Valérian Officinalis,,,,,,,,,,,,,,
SEDANAT ENFANT,,,SEDANAT ENFANT,,,Drop,"Sedanat helps fight anxiety and stress because it contains rosmaric acid which acts by increasing the activity of neurotransmitters in the brain, as acid the γ-aminobutyric (GABA (main molecules responsible for sleep)), which contributes to the feeling of body relaxation, well-being and tranquility and anxiety such as agitation and nervousness",,Melisa officinalis extract,,,,,,,,,,,,,,
SEDANAT ENFANT,,,SEDANAT ENFANT,,,Drop,"Sedanat helps fight anxiety and stress because it contains rosmaric acid which acts by increasing the activity of neurotransmitters in the brain, as acid the γ-aminobutyric (GABA (main molecules responsible for sleep)), which contributes to the feeling of body relaxation, well-being and tranquility and anxiety such as agitation and nervousness",,Humulus lupulus extract,,,,,,,,,,,,,,
SEDATIF PC,,42.5,SEDATIF PC,,,Compressed Tablet,"Homeopathic drug traditionally used in anxiety and emotional states, minor sleep disorders.",Box of 40,Aconitum napellus,Homeopathic drug,,,,,,,,,,,,,
SEDATIF PC,,42.5,SEDATIF PC,,,Compressed Tablet,"Homeopathic drug traditionally used in anxiety and emotional states, minor sleep disorders.",Box of 40,Belladonna,Homeopathic drug,,,,,,,,,,,,,
SEDATIF PC,,42.5,SEDATIF PC,,,Compressed Tablet,"Homeopathic drug traditionally used in anxiety and emotional states, minor sleep disorders.",Box of 40,Calendula officinalis,Homeopathic drug,,,,,,,,,,,,,
SEDATIF PC,,42.5,SEDATIF PC,,,Compressed Tablet,"Homeopathic drug traditionally used in anxiety and emotional states, minor sleep disorders.",Box of 40,Chelidonium Majus,Homeopathic drug,,,,,,,,,,,,,
SEDATIF PC,,42.5,SEDATIF PC,,,Compressed Tablet,"Homeopathic drug traditionally used in anxiety and emotional states, minor sleep disorders.",Box of 40,Valeriana officinalis,Homeopathic drug,,,,,,,,,,,,,
SEDATIF PC,,42.5,SEDATIF PC,,,Compressed Tablet,"Homeopathic drug traditionally used in anxiety and emotional states, minor sleep disorders.",Box of 40,Viburnum opulus,Homeopathic drug,,,,,,,,,,,,,
SEDERGINE 330 MG / 200 MG,330.0 MG,15.3,SEDERGINE,330.0,MG,Effervescent tablet,Symptomatic treatment of light to moderate intensity pain and/or febrile states. This presentation is reserved for adults and children from 27 kg (about 8 years old).,Box of 20,Acetylsalicylic acid,,,,,,,,,,,,,,
SEDERGINE 330 MG / 200 MG,330.0 MG,15.3,SEDERGINE,330.0,MG,Effervescent tablet,Symptomatic treatment of light to moderate intensity pain and/or febrile states. This presentation is reserved for adults and children from 27 kg (about 8 years old).,Box of 20,Ascorbic acid,,,,,,,,,,,,,,
SEDERGINE 330 MG / 200 MG,200.0 MG,15.3,SEDERGINE,200.0,MG,Effervescent tablet,Symptomatic treatment of light to moderate intensity pain and/or febrile states. This presentation is reserved for adults and children from 27 kg (about 8 years old).,Box of 20,Acetylsalicylic acid,,,,,,,,,,,,,,
SEDERGINE 330 MG / 200 MG,200.0 MG,15.3,SEDERGINE,200.0,MG,Effervescent tablet,Symptomatic treatment of light to moderate intensity pain and/or febrile states. This presentation is reserved for adults and children from 27 kg (about 8 years old).,Box of 20,Ascorbic acid,,,,,,,,,,,,,,
SEEBRI BREEZHALER 50 µg,50.0 µg,457.0,SEEBRI BREEZHALER,50.0,µg,Inhaler capsule,Seebri BREEZHALER is indicated in adults in continuous bronchodilator treatment to relieve symptoms of chronic obstructive broncho-pneumopathy (COPD).,Swell and 30 capsules,Glycopyrronium,Parasympatholytic,,,,,,,,,,,,,
SEMGLEE,,520.8,SEMGLEE,,,"100 IU, pre -filled pen [INS]","Treatment of diabetes mellitus of adults, adolescents and children from 2 years old.",Box of 5 pens pre -filled with 3 ml,Glargine insulin,Human insulin similar to slow action,,,,,,,,,,,,,
SEMGLEE,,106.7,SEMGLEE,,,"100 IU, pre -filled pen [INS]","Treatment of diabetes mellitus of adults, adolescents and children from 2 years old.",Box containing a 3 ml pen,Glargine insulin,Human insulin similar to slow action,,,,,,,,,,,,,
SEPCEN 250 MG,250.0 MG,51.4,SEPCEN,250.0,MG,Compressed Tablet,"Ciprofloxacin is indicated in the treatment of the following infections. The official recommendations should be taken into account concerning the appropriate use of antibiotics. Before the start of processing, it is necessary to take into account in particular the information available relating to resistance, in particular the recommendations of use aimed at avoiding the increase in antibiotic resistance. In the case of uncomplicated infections, ciprofloxacin will only be used when other antibiotics which are usually recommended for the initial treatment of infections in question are considered inappropriate or failed. Adults • Infections of the lower respiratory tract caused by gram negative bacteria o Exacerbations of chronic obstructive bronchopneumopathy (BPCO) o Bronchopulmonary infections in case of cystic fibrosis or bronchitasia o Pneumonia • Chronic purulent otitis • Acute aggravation of chronic sinusitis, in particular when it is caused by gram negative bacteria • Urinary infections • Genital infections provided that strains of neisseria gonorrhoeae resistant to ciprofloxacin could have been excluded. o Uretrite and cervicitis with gonococci o Orchi-epididymitis o Pelvic inflammatory affections (PID) • Infections of the digestive tract (e.g. travel diarrhea) • Intra-abdominal infections • Infections of skin and soft tissues due to gram-negative bacteria • External otitis • Bones and joints • Prevention of invasive infections in Neisseria Meningitidis • Inhalation of coal disease agents (post-exposure and treatment prophylaxis) Ciprofloxacin is suitable for the treatment of neutropenic patients with fever, if it is suspected that fever is caused by bacterial infection. Children and adolescents • Bronchopulmonary infections caused by pseudomonas aeruginosa in patients with cystic fibrosis. • In children from 1 year as a third choice medication in the treatment of complicated urinary tract infections and in the event of pyelonephritis caused by E. coli. The indication of the treatment will only be made in accordance with the specialist, either an infectiologist pediatrician or an infectiologist. In children and adolescents, ciprofloxacin can also be used in case of serious infections if this treatment is deemed necessary. The treatment should only be initiated by an experienced doctor in the treatment of cystic fibrosis and/or serious infections in children and adolescents. Clinical studies on the aforementioned indications have been carried out. For other indications, clinical experience is limited. Children under the age of 6 should be treated with adequate galenic shape, with a suspension or an infusion of ciprofloxacin. Coal (adults and children) for post-exposure prophylaxis and for the treatment of coal after inhalation of the Bacillus anthracis germ. The efficiency of ciprofloxacin in coal has been demonstrated by experiments in animals. In children, adolescents and pregnant women, it is necessary to check whether it is not possible to switch to a treatment by (amino) penicillin when you have the antibiogram of the bacillus anthracis strain involved.",Box of 10,Ciprofloxacin,Antibiotic,,,,,,,,,,,,,
SEPCEN 250 MG,250.0 MG,51.4,SEPCEN,250.0,MG,Compressed Tablet,"Ciprofloxacin is indicated in the treatment of the following infections. The official recommendations should be taken into account concerning the appropriate use of antibiotics. Before the start of processing, it is necessary to take into account in particular the information available relating to resistance, in particular the recommendations of use aimed at avoiding the increase in antibiotic resistance. In the case of uncomplicated infections, ciprofloxacin will only be used when other antibiotics which are usually recommended for the initial treatment of infections in question are considered inappropriate or failed. Adults • Infections of the lower respiratory tract caused by gram negative bacteria o Exacerbations of chronic obstructive bronchopneumopathy (BPCO) o Bronchopulmonary infections in case of cystic fibrosis or bronchitasia o Pneumonia • Chronic purulent otitis • Acute aggravation of chronic sinusitis, in particular when it is caused by gram negative bacteria • Urinary infections • Genital infections provided that strains of neisseria gonorrhoeae resistant to ciprofloxacin could have been excluded. o Uretrite and cervicitis with gonococci o Orchi-epididymitis o Pelvic inflammatory affections (PID) • Infections of the digestive tract (e.g. travel diarrhea) • Intra-abdominal infections • Infections of skin and soft tissues due to gram-negative bacteria • External otitis • Bones and joints • Prevention of invasive infections in Neisseria Meningitidis • Inhalation of coal disease agents (post-exposure and treatment prophylaxis) Ciprofloxacin is suitable for the treatment of neutropenic patients with fever, if it is suspected that fever is caused by bacterial infection. Children and adolescents • Bronchopulmonary infections caused by pseudomonas aeruginosa in patients with cystic fibrosis. • In children from 1 year as a third choice medication in the treatment of complicated urinary tract infections and in the event of pyelonephritis caused by E. coli. The indication of the treatment will only be made in accordance with the specialist, either an infectiologist pediatrician or an infectiologist. In children and adolescents, ciprofloxacin can also be used in case of serious infections if this treatment is deemed necessary. The treatment should only be initiated by an experienced doctor in the treatment of cystic fibrosis and/or serious infections in children and adolescents. Clinical studies on the aforementioned indications have been carried out. For other indications, clinical experience is limited. Children under the age of 6 should be treated with adequate galenic shape, with a suspension or an infusion of ciprofloxacin. Coal (adults and children) for post-exposure prophylaxis and for the treatment of coal after inhalation of the Bacillus anthracis germ. The efficiency of ciprofloxacin in coal has been demonstrated by experiments in animals. In children, adolescents and pregnant women, it is necessary to check whether it is not possible to switch to a treatment by (amino) penicillin when you have the antibiogram of the bacillus anthracis strain involved.",Box of 10,Ciprofloxacin,fluoroquinolones,,,,,,,,,,,,,
SEPCEN 500 MG,500.0 MG,74.8,SEPCEN,500.0,MG,Compressed Tablet,"Ciprofloxacin is indicated in the treatment of the following infections. The official recommendations should be taken into account concerning the appropriate use of antibiotics. Before the start of processing, it is necessary to take into account in particular the information available relating to resistance, in particular the recommendations of use aimed at avoiding the increase in antibiotic resistance. In the case of uncomplicated infections, ciprofloxacin will only be used when other antibiotics which are usually recommended for the initial treatment of infections in question are considered inappropriate or failed. Adults • Infections of the lower respiratory tract caused by gram negative bacteria o Exacerbations of chronic obstructive bronchopneumopathy (BPCO) o Bronchopulmonary infections in case of cystic fibrosis or bronchitasia o Pneumonia • Chronic purulent otitis • Acute aggravation of chronic sinusitis, in particular when it is caused by gram negative bacteria • Urinary infections • Genital infections provided that strains of neisseria gonorrhoeae resistant to ciprofloxacin could have been excluded. o Uretrite and cervicitis with gonococci o Orchi-epididymitis o Pelvic inflammatory affections (PID) • Infections of the digestive tract (e.g. travel diarrhea) • Intra-abdominal infections • Infections of skin and soft tissues due to gram-negative bacteria • External otitis • Bones and joints • Prevention of invasive infections in Neisseria Meningitidis • Inhalation of coal disease agents (post-exposure and treatment prophylaxis) Ciprofloxacin is suitable for the treatment of neutropenic patients with fever, if it is suspected that fever is caused by bacterial infection. Children and adolescents • Bronchopulmonary infections caused by pseudomonas aeruginosa in patients with cystic fibrosis. • In children from 1 year as a third choice medication in the treatment of complicated urinary tract infections and in the event of pyelonephritis caused by E. coli. The indication of the treatment will only be made in accordance with the specialist, either an infectiologist pediatrician or an infectiologist. In children and adolescents, ciprofloxacin can also be used in case of serious infections if this treatment is deemed necessary. The treatment should only be initiated by an experienced doctor in the treatment of cystic fibrosis and/or serious infections in children and adolescents. Clinical studies on the aforementioned indications have been carried out. For other indications, clinical experience is limited. Children under the age of 6 should be treated with adequate galenic shape, with a suspension or an infusion of ciprofloxacin. Coal (adults and children) for post-exposure prophylaxis and for the treatment of coal after inhalation of the Bacillus anthracis germ. The efficiency of ciprofloxacin in coal has been demonstrated by experiments in animals. In children, adolescents and pregnant women, it is necessary to check whether it is not possible to switch to a treatment by (amino) penicillin when you have the antibiogram of the bacillus anthracis strain involved.",Box of 10,Ciprofloxacin,Antibiotic,,,,,,,,,,,,,
SEPCEN 500 MG,500.0 MG,74.8,SEPCEN,500.0,MG,Compressed Tablet,"Ciprofloxacin is indicated in the treatment of the following infections. The official recommendations should be taken into account concerning the appropriate use of antibiotics. Before the start of processing, it is necessary to take into account in particular the information available relating to resistance, in particular the recommendations of use aimed at avoiding the increase in antibiotic resistance. In the case of uncomplicated infections, ciprofloxacin will only be used when other antibiotics which are usually recommended for the initial treatment of infections in question are considered inappropriate or failed. Adults • Infections of the lower respiratory tract caused by gram negative bacteria o Exacerbations of chronic obstructive bronchopneumopathy (BPCO) o Bronchopulmonary infections in case of cystic fibrosis or bronchitasia o Pneumonia • Chronic purulent otitis • Acute aggravation of chronic sinusitis, in particular when it is caused by gram negative bacteria • Urinary infections • Genital infections provided that strains of neisseria gonorrhoeae resistant to ciprofloxacin could have been excluded. o Uretrite and cervicitis with gonococci o Orchi-epididymitis o Pelvic inflammatory affections (PID) • Infections of the digestive tract (e.g. travel diarrhea) • Intra-abdominal infections • Infections of skin and soft tissues due to gram-negative bacteria • External otitis • Bones and joints • Prevention of invasive infections in Neisseria Meningitidis • Inhalation of coal disease agents (post-exposure and treatment prophylaxis) Ciprofloxacin is suitable for the treatment of neutropenic patients with fever, if it is suspected that fever is caused by bacterial infection. Children and adolescents • Bronchopulmonary infections caused by pseudomonas aeruginosa in patients with cystic fibrosis. • In children from 1 year as a third choice medication in the treatment of complicated urinary tract infections and in the event of pyelonephritis caused by E. coli. The indication of the treatment will only be made in accordance with the specialist, either an infectiologist pediatrician or an infectiologist. In children and adolescents, ciprofloxacin can also be used in case of serious infections if this treatment is deemed necessary. The treatment should only be initiated by an experienced doctor in the treatment of cystic fibrosis and/or serious infections in children and adolescents. Clinical studies on the aforementioned indications have been carried out. For other indications, clinical experience is limited. Children under the age of 6 should be treated with adequate galenic shape, with a suspension or an infusion of ciprofloxacin. Coal (adults and children) for post-exposure prophylaxis and for the treatment of coal after inhalation of the Bacillus anthracis germ. The efficiency of ciprofloxacin in coal has been demonstrated by experiments in animals. In children, adolescents and pregnant women, it is necessary to check whether it is not possible to switch to a treatment by (amino) penicillin when you have the antibiogram of the bacillus anthracis strain involved.",Box of 10,Ciprofloxacin,fluoroquinolones,,,,,,,,,,,,,
SEPCEN 750 MG,750.0 MG,338.0,SEPCEN,750.0,MG,Compressed Tablet,"Ciprofloxacin is indicated in the treatment of the following infections. The official recommendations should be taken into account concerning the appropriate use of antibiotics. Before the start of processing, it is necessary to take into account in particular the information available relating to resistance, in particular the recommendations of use aimed at avoiding the increase in antibiotic resistance. In the case of uncomplicated infections, ciprofloxacin will only be used when other antibiotics which are usually recommended for the initial treatment of infections in question are considered inappropriate or failed. Adults • Infections of the lower respiratory tract caused by gram negative bacteria o Exacerbations of chronic obstructive bronchopneumopathy (BPCO) o Bronchopulmonary infections in case of cystic fibrosis or bronchitasia o Pneumonia • Chronic purulent otitis • Acute aggravation of chronic sinusitis, in particular when it is caused by gram negative bacteria • Urinary infections • Genital infections provided that strains of neisseria gonorrhoeae resistant to ciprofloxacin could have been excluded. o Uretrite and cervicitis with gonococci o Orchi-epididymitis o Pelvic inflammatory affections (PID) • Infections of the digestive tract (e.g. travel diarrhea) • Intra-abdominal infections • Infections of skin and soft tissues due to gram-negative bacteria • External otitis • Bones and joints • Prevention of invasive infections in Neisseria Meningitidis • Inhalation of coal disease agents (post-exposure and treatment prophylaxis) Ciprofloxacin is suitable for the treatment of neutropenic patients with fever, if it is suspected that fever is caused by bacterial infection. Children and adolescents • Bronchopulmonary infections caused by pseudomonas aeruginosa in patients with cystic fibrosis. • In children from 1 year as a third choice medication in the treatment of complicated urinary tract infections and in the event of pyelonephritis caused by E. coli. The indication of the treatment will only be made in accordance with the specialist, either an infectiologist pediatrician or an infectiologist. In children and adolescents, ciprofloxacin can also be used in case of serious infections if this treatment is deemed necessary. The treatment should only be initiated by an experienced doctor in the treatment of cystic fibrosis and/or serious infections in children and adolescents. Clinical studies on the aforementioned indications have been carried out. For other indications, clinical experience is limited. Children under the age of 6 should be treated with adequate galenic shape, with a suspension or an infusion of ciprofloxacin. Coal (adults and children) for post-exposure prophylaxis and for the treatment of coal after inhalation of the Bacillus anthracis germ. The efficiency of ciprofloxacin in coal has been demonstrated by experiments in animals. In children, adolescents and pregnant women, it is necessary to check whether it is not possible to switch to a treatment by (amino) penicillin when you have the antibiogram of the bacillus anthracis strain involved.",Box of 10,Ciprofloxacin,Antibiotic,,,,,,,,,,,,,
SEPCEN 750 MG,750.0 MG,338.0,SEPCEN,750.0,MG,Compressed Tablet,"Ciprofloxacin is indicated in the treatment of the following infections. The official recommendations should be taken into account concerning the appropriate use of antibiotics. Before the start of processing, it is necessary to take into account in particular the information available relating to resistance, in particular the recommendations of use aimed at avoiding the increase in antibiotic resistance. In the case of uncomplicated infections, ciprofloxacin will only be used when other antibiotics which are usually recommended for the initial treatment of infections in question are considered inappropriate or failed. Adults • Infections of the lower respiratory tract caused by gram negative bacteria o Exacerbations of chronic obstructive bronchopneumopathy (BPCO) o Bronchopulmonary infections in case of cystic fibrosis or bronchitasia o Pneumonia • Chronic purulent otitis • Acute aggravation of chronic sinusitis, in particular when it is caused by gram negative bacteria • Urinary infections • Genital infections provided that strains of neisseria gonorrhoeae resistant to ciprofloxacin could have been excluded. o Uretrite and cervicitis with gonococci o Orchi-epididymitis o Pelvic inflammatory affections (PID) • Infections of the digestive tract (e.g. travel diarrhea) • Intra-abdominal infections • Infections of skin and soft tissues due to gram-negative bacteria • External otitis • Bones and joints • Prevention of invasive infections in Neisseria Meningitidis • Inhalation of coal disease agents (post-exposure and treatment prophylaxis) Ciprofloxacin is suitable for the treatment of neutropenic patients with fever, if it is suspected that fever is caused by bacterial infection. Children and adolescents • Bronchopulmonary infections caused by pseudomonas aeruginosa in patients with cystic fibrosis. • In children from 1 year as a third choice medication in the treatment of complicated urinary tract infections and in the event of pyelonephritis caused by E. coli. The indication of the treatment will only be made in accordance with the specialist, either an infectiologist pediatrician or an infectiologist. In children and adolescents, ciprofloxacin can also be used in case of serious infections if this treatment is deemed necessary. The treatment should only be initiated by an experienced doctor in the treatment of cystic fibrosis and/or serious infections in children and adolescents. Clinical studies on the aforementioned indications have been carried out. For other indications, clinical experience is limited. Children under the age of 6 should be treated with adequate galenic shape, with a suspension or an infusion of ciprofloxacin. Coal (adults and children) for post-exposure prophylaxis and for the treatment of coal after inhalation of the Bacillus anthracis germ. The efficiency of ciprofloxacin in coal has been demonstrated by experiments in animals. In children, adolescents and pregnant women, it is necessary to check whether it is not possible to switch to a treatment by (amino) penicillin when you have the antibiogram of the bacillus anthracis strain involved.",Box of 10,Ciprofloxacin,fluoroquinolones,,,,,,,,,,,,,
SEPTANEST 40 MG / ML 1 / 100000,40.0 MG,466.0,SEPTANEST,40.0,MG,Injectable solution,Local or loco-regional anesthesia in odonto-stomatological practice.,Box of 50 cartridges of 1.7 ml,Articaine,Local anesthetic preparations in dental medicine,,,,,,,,,,,,,
SEPTANEST 40 MG / ML 1 / 100000,40.0 MG,466.0,SEPTANEST,40.0,MG,Injectable solution,Local or loco-regional anesthesia in odonto-stomatological practice.,Box of 50 cartridges of 1.7 ml,Adrenaline,Local anesthetic preparations in dental medicine,,,,,,,,,,,,,
SEPTANEST 40 MG / ML 1 / 100000,ML 1,466.0,SEPTANEST,1.0,,Injectable solution,Local or loco-regional anesthesia in odonto-stomatological practice.,Box of 50 cartridges of 1.7 ml,Articaine,Local anesthetic preparations in dental medicine,,,,,,,,,,,,,
SEPTANEST 40 MG / ML 1 / 100000,ML 1,466.0,SEPTANEST,1.0,,Injectable solution,Local or loco-regional anesthesia in odonto-stomatological practice.,Box of 50 cartridges of 1.7 ml,Adrenaline,Local anesthetic preparations in dental medicine,,,,,,,,,,,,,
SEPTANEST 40 MG / ML 1 / 100000,100000,466.0,SEPTANEST,100000.0,,Injectable solution,Local or loco-regional anesthesia in odonto-stomatological practice.,Box of 50 cartridges of 1.7 ml,Articaine,Local anesthetic preparations in dental medicine,,,,,,,,,,,,,
SEPTANEST 40 MG / ML 1 / 100000,100000,466.0,SEPTANEST,100000.0,,Injectable solution,Local or loco-regional anesthesia in odonto-stomatological practice.,Box of 50 cartridges of 1.7 ml,Adrenaline,Local anesthetic preparations in dental medicine,,,,,,,,,,,,,
SEPTANEST 40 MG / ML 1 / 200000,40.0 MG,466.0,SEPTANEST,40.0,MG,Injectable solution,Local or loco-regional anesthesia in odonto-stomatological practice.,Box of 50 cartridges of 1.7 ml,Articaine,Local anesthetic preparations in dental medicine,,,,,,,,,,,,,
SEPTANEST 40 MG / ML 1 / 200000,40.0 MG,466.0,SEPTANEST,40.0,MG,Injectable solution,Local or loco-regional anesthesia in odonto-stomatological practice.,Box of 50 cartridges of 1.7 ml,Adrenaline,Local anesthetic preparations in dental medicine,,,,,,,,,,,,,
SEPTANEST 40 MG / ML 1 / 200000,ML 1,466.0,SEPTANEST,1.0,,Injectable solution,Local or loco-regional anesthesia in odonto-stomatological practice.,Box of 50 cartridges of 1.7 ml,Articaine,Local anesthetic preparations in dental medicine,,,,,,,,,,,,,
SEPTANEST 40 MG / ML 1 / 200000,ML 1,466.0,SEPTANEST,1.0,,Injectable solution,Local or loco-regional anesthesia in odonto-stomatological practice.,Box of 50 cartridges of 1.7 ml,Adrenaline,Local anesthetic preparations in dental medicine,,,,,,,,,,,,,
SEPTANEST 40 MG / ML 1 / 200000,200000,466.0,SEPTANEST,200000.0,,Injectable solution,Local or loco-regional anesthesia in odonto-stomatological practice.,Box of 50 cartridges of 1.7 ml,Articaine,Local anesthetic preparations in dental medicine,,,,,,,,,,,,,
SEPTANEST 40 MG / ML 1 / 200000,200000,466.0,SEPTANEST,200000.0,,Injectable solution,Local or loco-regional anesthesia in odonto-stomatological practice.,Box of 50 cartridges of 1.7 ml,Adrenaline,Local anesthetic preparations in dental medicine,,,,,,,,,,,,,
SEPTIL,,13.1,SEPTIL,,,Powder for external use,,10 g bottle,Iodée polyvidone,,,,,,,,,,,,,,
SEPTOGERM,,46.5,SEPTOGERM,,,Dermal ointment,,30 g tube,,,,,,,,,,,,,,,
SERDEP 20 MG,20.0 MG,83.8,SERDEP,20.0,MG,Capsule [p],"Adult major depressive episodes (i.e. characterized). Obsessive compulsive disorders. Bulimia: In addition to psychotherapy, indicated in the decrease in the frequency of bulimia crises and vomiting or taking laxatives. Child aged 8 and over and adolescent major depressive episode (that is to say characterized) moderate to severe, in the event of a non-response at the end of 4 to 6 psychotherapeutic care sessions. The antidepressant treatment should only be offered for a child or a teenager with moderate to severe depression that in combination with concomitant psychotherapeutic care.",14.0 box,Fluoxetine,Antidepressant,,,,,,,,,,,,,
SERDEP 20 MG,20.0 MG,83.8,SERDEP,20.0,MG,Capsule [p],"Adult major depressive episodes (i.e. characterized). Obsessive compulsive disorders. Bulimia: In addition to psychotherapy, indicated in the decrease in the frequency of bulimia crises and vomiting or taking laxatives. Child aged 8 and over and adolescent major depressive episode (that is to say characterized) moderate to severe, in the event of a non-response at the end of 4 to 6 psychotherapeutic care sessions. The antidepressant treatment should only be offered for a child or a teenager with moderate to severe depression that in combination with concomitant psychotherapeutic care.",14.0 box,Fluoxetine,Selective serotonin reuptake inhibitor (ISRS),,,,,,,,,,,,,
SERDEP 20 MG,20.0 MG,152.5,SERDEP,20.0,MG,Capsule [p],"Adult major depressive episodes (i.e. characterized). Obsessive compulsive disorders. Bulimia: In addition to psychotherapy, indicated in the decrease in the frequency of bulimia crises and vomiting or taking laxatives. Child aged 8 and over and adolescent major depressive episode (that is to say characterized) moderate to severe, in the event of a non-response at the end of 4 to 6 psychotherapeutic care sessions. The antidepressant treatment should only be offered for a child or a teenager with moderate to severe depression that in combination with concomitant psychotherapeutic care.",28.0 box,Fluoxetine,Antidepressant,,,,,,,,,,,,,
SERDEP 20 MG,20.0 MG,152.5,SERDEP,20.0,MG,Capsule [p],"Adult major depressive episodes (i.e. characterized). Obsessive compulsive disorders. Bulimia: In addition to psychotherapy, indicated in the decrease in the frequency of bulimia crises and vomiting or taking laxatives. Child aged 8 and over and adolescent major depressive episode (that is to say characterized) moderate to severe, in the event of a non-response at the end of 4 to 6 psychotherapeutic care sessions. The antidepressant treatment should only be offered for a child or a teenager with moderate to severe depression that in combination with concomitant psychotherapeutic care.",28.0 box,Fluoxetine,Selective serotonin reuptake inhibitor (ISRS),,,,,,,,,,,,,
SERELYS PERIMENOPAUSE MENOPAUSE,,,SERELYS PERIMENOPAUSE MENOPAUSE,,,Compressed Tablet,"The Serelys® Perimenopause Ménopause dietary supplement is a natural alternative to THM (Hormonal treatments of menopause). The complexes of natural Purecytonin® natural origin contained in the Sérélys® make it possible to reduce all of the manifestations characteristic of menopause and peri-menopause: heat puffs, night sweats, irritability, passenger fatigue ... Sérélys® perimenopause menopause makes it possible to significantly improve the quality of life of women over 45. It is suitable for women who cannot or not wishing to take hormonal treatment of menopause or phytoestrogens -based products.",60.0 box,Purecytonin® Complex Pi + Purecytonin® Complex GC (Specific Cytoplasmic Extracts,,,,,,,,,,,,,,
SERELYS PERIMENOPAUSE MENOPAUSE,,,SERELYS PERIMENOPAUSE MENOPAUSE,,,Compressed Tablet,"The Serelys® Perimenopause Ménopause dietary supplement is a natural alternative to THM (Hormonal treatments of menopause). The complexes of natural Purecytonin® natural origin contained in the Sérélys® make it possible to reduce all of the manifestations characteristic of menopause and peri-menopause: heat puffs, night sweats, irritability, passenger fatigue ... Sérélys® perimenopause menopause makes it possible to significantly improve the quality of life of women over 45. It is suitable for women who cannot or not wishing to take hormonal treatment of menopause or phytoestrogens -based products.",60.0 box,standardized,,,,,,,,,,,,,,
